area_type,bath,balcony,availabletomove,rectified_sqft,price
Super built-up  Area,3.0,3.0,Yes,1750.0,75.0
Super built-up  Area,2.0,1.0,Yes,1240.0,71.0
Plot  Area,2.0,0.0,Yes,1200.0,75.0
Super built-up  Area,3.0,2.0,Yes,1540.0,75.0
Super built-up  Area,2.0,2.0,Yes,1504.0,102.0
Super built-up  Area,2.0,1.0,Yes,1116.0,49.8
Super built-up  Area,4.0,2.0,Yes,2365.0,175.0
Built-up  Area,2.0,2.0,Yes,1308.0,37.0
Built-up  Area,2.0,0.0,Yes,864.0,45.0
Plot  Area,5.0,1.0,Yes,1200.0,139.0
Super built-up  Area,2.0,2.0,Yes,1069.0,38.0
Super built-up  Area,2.0,1.0,Yes,1333.0,100.0
Super built-up  Area,4.0,1.0,Yes,1800.0,145.0
Plot  Area,4.0,2.0,Yes,6136.0,550.0
Super built-up  Area,3.0,2.0,Yes,1698.0,107.0
Super built-up  Area,2.0,2.0,No,1275.0,43.6
Super built-up  Area,2.0,1.0,Yes,1060.0,48.0
Super built-up  Area,2.0,1.0,Yes,1160.0,49.0
Super built-up  Area,2.0,2.0,Yes,1484.0,65.0
Plot  Area,3.0,1.0,Yes,675.0,70.0
Plot  Area,5.0,2.0,Yes,1200.0,325.0
Super built-up  Area,2.0,1.0,Yes,1310.0,66.0
Plot  Area,6.0,1.0,Yes,1806.0,370.0
Super built-up  Area,4.0,2.0,Yes,3000.0,240.0
Super built-up  Area,3.0,2.0,Yes,2145.0,165.0
Super built-up  Area,3.0,1.0,Yes,1693.0,125.0
Super built-up  Area,3.0,3.0,Yes,1230.0,60.0
Plot  Area,3.0,1.0,No,1200.0,145.0
Built-up  Area,2.0,1.0,No,1310.0,37.83
Super built-up  Area,2.0,1.0,Yes,1150.0,60.0
Super built-up  Area,2.0,2.0,No,1385.0,66.5
Super built-up  Area,2.0,2.0,Yes,1066.0,52.5
Super built-up  Area,3.0,2.0,No,2293.0,80.26
Plot  Area,3.0,1.0,Yes,720.0,81.0
Carpet  Area,3.0,3.0,Yes,1625.0,92.0
Plot  Area,6.0,1.0,Yes,2100.0,252.0
Super built-up  Area,4.0,3.0,Yes,2400.0,250.0
Plot  Area,6.0,2.0,Yes,3900.0,195.0
Super built-up  Area,2.0,1.0,Yes,1000.0,70.65
Super built-up  Area,2.0,2.0,Yes,907.0,38.0
Plot  Area,4.0,0.0,Yes,3500.0,138.0
Super built-up  Area,2.0,3.0,Yes,1395.0,79.0
Super built-up  Area,2.0,2.0,Yes,1180.0,50.0
Plot  Area,6.0,2.0,Yes,1903.0,140.0
Super built-up  Area,2.0,1.0,No,1175.0,47.0
Super built-up  Area,2.0,2.0,Yes,1272.0,51.5
Super built-up  Area,2.0,1.0,Yes,1490.0,92.0
Super built-up  Area,2.0,2.0,Yes,1144.0,67.0
Plot  Area,5.0,2.0,No,2400.0,140.0
Super built-up  Area,2.0,1.0,Yes,1143.0,53.0
Plot  Area,3.0,2.0,Yes,2500.0,190.0
Super built-up  Area,2.0,1.0,No,1044.0,60.0
Super built-up  Area,3.0,1.0,Yes,1352.0,93.0
Super built-up  Area,3.0,3.0,Yes,1552.0,75.0
Built-up  Area,3.0,2.0,Yes,1785.0,120.0
Super built-up  Area,2.0,2.0,Yes,810.0,34.5
Super built-up  Area,3.0,2.0,No,1650.0,51.98
Super built-up  Area,3.0,2.0,Yes,1595.0,70.39
Super built-up  Area,2.0,1.0,Yes,1060.0,35.0
Super built-up  Area,2.0,3.0,Yes,1410.0,65.0
Super built-up  Area,2.0,2.0,Yes,1523.0,56.0
Super built-up  Area,3.0,1.0,No,1591.0,122.0
Super built-up  Area,3.0,3.0,Yes,1640.0,84.0
Built-up  Area,1.0,0.0,Yes,450.0,16.0
Super built-up  Area,2.0,2.0,Yes,1305.0,60.0
Super built-up  Area,3.0,1.0,Yes,1590.0,54.0
Built-up  Area,2.0,3.0,Yes,1240.0,45.0
Super built-up  Area,2.0,2.0,Yes,1200.0,54.0
Super built-up  Area,2.0,1.0,Yes,1100.0,41.16
Super built-up  Area,2.0,1.0,Yes,1180.0,128.0
Super built-up  Area,2.0,1.0,Yes,1115.0,50.0
Super built-up  Area,2.0,1.0,Yes,845.0,33.0
Super built-up  Area,2.0,0.0,Yes,1567.2,190.0
Super built-up  Area,2.0,2.0,Yes,1310.0,45.0
Plot  Area,1.0,0.0,Yes,26136.0,150.0
Built-up  Area,2.0,1.0,Yes,959.0,42.5
Built-up  Area,4.0,1.0,Yes,1200.0,140.0
Super built-up  Area,2.0,2.0,No,1390.0,70.21
Built-up  Area,2.0,3.0,Yes,132.0,46.0
Super built-up  Area,2.0,2.0,Yes,1280.0,69.0
Plot  Area,5.0,3.0,Yes,1280.0,150.0
Super built-up  Area,2.0,0.0,Yes,1000.0,58.0
Super built-up  Area,2.0,2.0,No,1196.0,57.9
Super built-up  Area,3.0,2.0,Yes,1220.0,57.0
Super built-up  Area,2.0,1.0,No,950.0,31.95
Super built-up  Area,8.0,2.0,Yes,2400.0,325.0
Super built-up  Area,2.0,1.0,Yes,1141.0,55.0
Super built-up  Area,2.0,2.0,Yes,1200.0,51.0
Super built-up  Area,2.0,2.0,Yes,1380.0,55.0
Super built-up  Area,2.0,1.0,Yes,855.0,32.0
Super built-up  Area,2.0,1.0,Yes,922.0,36.0
Built-up  Area,2.0,2.0,Yes,1200.0,43.2
Super built-up  Area,2.0,2.0,Yes,1240.0,65.0
Super built-up  Area,2.0,2.0,No,1070.0,42.0
Super built-up  Area,2.0,2.0,Yes,1293.0,75.0
Built-up  Area,2.0,1.0,Yes,1380.0,50.0
Super built-up  Area,3.0,2.0,Yes,1599.0,80.0
Super built-up  Area,2.0,2.0,Yes,967.0,41.1
Super built-up  Area,3.0,3.0,Yes,1885.0,90.0
Built-up  Area,2.0,2.0,Yes,860.0,65.5
Plot  Area,1.0,0.0,Yes,1075.0,19.5
Super built-up  Area,2.0,1.0,Yes,1050.0,63.5
Super built-up  Area,3.0,2.0,Yes,1595.0,88.0
Super built-up  Area,2.0,2.0,Yes,1350.0,102.0
Built-up  Area,2.0,2.0,Yes,1204.0,45.0
Super built-up  Area,4.0,2.0,Yes,2990.0,240.0
Super built-up  Area,2.0,2.0,Yes,1035.0,49.0
Super built-up  Area,2.0,1.0,No,1000.0,29.95
Super built-up  Area,3.0,3.0,Yes,1457.0,85.0
Super built-up  Area,2.0,1.0,No,1100.0,66.0
Super built-up  Area,3.0,3.0,No,1655.0,120.0
Super built-up  Area,3.0,1.0,Yes,1691.2,115.0
Super built-up  Area,2.0,1.0,No,1215.0,46.1
Super built-up  Area,2.0,0.0,Yes,1155.0,50.125
Super built-up  Area,3.0,2.0,No,1639.0,129.0
Super built-up  Area,3.0,1.0,No,1685.0,135.0
Built-up  Area,4.0,2.0,Yes,1008.0,180.0
Super built-up  Area,2.0,3.0,Yes,1100.0,38.0
Super built-up  Area,3.0,2.0,No,2122.0,125.0
Super built-up  Area,2.0,2.0,Yes,1050.0,47.0
Built-up  Area,2.0,2.0,Yes,1230.0,45.0
Super built-up  Area,3.0,2.0,Yes,1240.0,60.0
Built-up  Area,2.0,3.0,No,1252.0,65.0
Super built-up  Area,2.0,2.0,Yes,1374.0,88.0
Super built-up  Area,1.0,1.0,No,500.0,30.0
Plot  Area,8.0,2.0,Yes,1200.0,225.0
Super built-up  Area,2.0,3.0,Yes,1040.0,45.0
Super built-up  Area,2.0,2.0,Yes,1350.0,68.0
Super built-up  Area,6.0,3.0,No,4003.0,300.0
Super built-up  Area,3.0,2.0,Yes,2400.0,135.0
Super built-up  Area,3.0,1.0,Yes,1560.0,90.0
Super built-up  Area,2.0,1.0,No,1151.0,43.16
Super built-up  Area,2.0,2.0,Yes,1360.0,47.59
Super built-up  Area,2.0,2.0,Yes,1250.0,60.0
Super built-up  Area,2.0,2.0,No,1110.0,29.97
Built-up  Area,2.0,2.0,Yes,1015.0,50.0
Super built-up  Area,2.0,2.0,Yes,1351.0,78.0
Super built-up  Area,2.0,2.0,Yes,960.0,50.0
Super built-up  Area,2.0,2.0,No,1110.0,52.0
Built-up  Area,3.0,2.0,Yes,1680.0,72.0
Plot  Area,3.0,1.0,Yes,2400.0,180.0
Plot  Area,5.0,3.0,No,11000.0,2000.0
Built-up  Area,3.0,2.0,No,1350.0,48.6
Super built-up  Area,2.0,2.0,Yes,1254.0,47.0
Super built-up  Area,3.0,2.0,Yes,1255.0,115.0
Super built-up  Area,2.0,3.0,Yes,1051.0,61.0
Plot  Area,3.0,1.0,Yes,1200.0,205.0
Built-up  Area,2.0,2.0,Yes,1099.0,65.0
Super built-up  Area,4.0,3.0,Yes,2650.0,199.0
Built-up  Area,2.0,1.0,No,2000.0,160.0
Super built-up  Area,2.0,2.0,Yes,1541.0,130.0
Plot  Area,3.0,2.0,No,1200.0,70.0
Built-up  Area,2.0,2.0,Yes,1125.0,45.0
Super built-up  Area,3.0,2.0,Yes,1650.0,85.0
Super built-up  Area,1.0,1.0,Yes,834.0,62.0
Super built-up  Area,3.0,2.0,Yes,1320.0,60.0
Plot  Area,3.0,1.0,Yes,1200.0,149.0
Plot  Area,7.0,0.0,Yes,1000.0,160.0
Super built-up  Area,3.0,2.0,No,1500.0,74.0
Plot  Area,5.0,2.0,Yes,4400.0,500.0
Plot  Area,1.0,0.0,Yes,2.0,125.0
Plot  Area,1.0,0.0,Yes,600.0,52.0
Super built-up  Area,2.0,2.0,Yes,1180.0,70.0
Super built-up  Area,2.0,1.0,Yes,1010.0,50.0
Super built-up  Area,2.0,1.0,Yes,1070.0,38.0
Super built-up  Area,3.0,3.0,Yes,1580.0,105.0
Plot  Area,5.0,2.0,Yes,1200.0,325.0
Super built-up  Area,3.0,2.0,Yes,2000.0,165.0
Super built-up  Area,3.0,2.0,Yes,1920.0,130.0
Super built-up  Area,2.0,1.0,Yes,1200.0,76.0
Built-up  Area,2.0,2.0,Yes,1040.0,45.0
Super built-up  Area,2.0,2.0,Yes,1430.0,90.0
Super built-up  Area,2.0,2.0,Yes,1215.0,52.85
Super built-up  Area,1.0,1.0,Yes,650.0,70.0
Super built-up  Area,3.0,1.0,Yes,1564.0,105.0
Built-up  Area,2.0,1.0,Yes,800.0,52.0
Built-up  Area,2.0,0.0,Yes,750.0,58.0
Super built-up  Area,2.0,2.0,Yes,1200.0,60.0
Super built-up  Area,2.0,2.0,Yes,1200.0,44.4
Super built-up  Area,4.0,1.0,Yes,2000.0,135.0
Super built-up  Area,3.0,2.0,Yes,2750.0,260.0
Plot  Area,4.0,2.0,Yes,2400.0,480.0
Built-up  Area,3.0,3.0,Yes,1650.0,105.0
Super built-up  Area,2.0,2.0,No,1235.0,148.0
Built-up  Area,2.0,2.0,Yes,1200.0,55.0
Super built-up  Area,5.0,2.0,Yes,900.0,100.0
Super built-up  Area,2.0,2.0,Yes,985.0,42.0
Super built-up  Area,2.0,2.0,No,1475.0,63.0
Super built-up  Area,5.0,0.0,Yes,3450.0,348.0
Super built-up  Area,2.0,1.0,No,1157.0,53.99
Built-up  Area,2.0,3.0,Yes,900.0,35.0
Plot  Area,3.0,2.0,Yes,2500.0,120.0
Built-up  Area,2.0,1.0,Yes,1030.0,60.0
Super built-up  Area,2.0,1.0,No,1000.0,46.0
Built-up  Area,3.0,3.0,Yes,3800.0,325.0
Plot  Area,4.0,2.0,No,4260.0,333.0
Plot  Area,6.0,3.0,Yes,1950.0,175.0
Super built-up  Area,2.0,2.0,Yes,1570.0,65.94
Super built-up  Area,2.0,2.0,No,1283.0,68.0
Built-up  Area,2.0,2.0,Yes,875.0,40.0
Super built-up  Area,2.0,2.0,Yes,1200.0,52.0
Plot  Area,3.0,0.0,Yes,2700.0,500.0
Plot  Area,2.0,3.0,Yes,2400.0,180.0
Super built-up  Area,2.0,2.0,Yes,1250.0,68.75
Super built-up  Area,6.0,1.0,No,3630.0,196.0
Super built-up  Area,2.0,2.0,Yes,990.0,37.62
Super built-up  Area,2.0,2.0,Yes,1280.0,90.0
Super built-up  Area,4.0,0.0,No,2750.0,413.0
Built-up  Area,2.0,1.0,Yes,1190.0,55.0
Super built-up  Area,2.0,2.0,Yes,1100.0,60.0
Super built-up  Area,3.0,1.0,Yes,2075.0,175.0
Built-up  Area,2.0,1.0,Yes,1133.0,55.0
Built-up  Area,3.0,3.0,Yes,2400.0,140.0
Super built-up  Area,2.0,2.0,Yes,1280.0,69.0
Super built-up  Area,3.0,2.0,Yes,1250.0,65.0
Super built-up  Area,2.0,2.0,Yes,1565.0,49.3
Super built-up  Area,3.0,0.0,Yes,1900.0,65.0
Built-up  Area,2.0,2.0,Yes,1080.0,45.0
Super built-up  Area,1.0,0.0,Yes,600.0,47.0
Plot  Area,4.0,1.0,Yes,1240.0,180.0
Built-up  Area,2.0,1.0,Yes,1335.0,87.0
Super built-up  Area,2.0,1.0,Yes,1246.0,67.3
Super built-up  Area,2.0,2.0,No,3496.5,237.5
Super built-up  Area,3.0,1.0,Yes,1385.0,55.0
Super built-up  Area,3.0,1.0,No,1578.0,73.9
Super built-up  Area,3.0,1.0,No,1700.0,79.9
Plot  Area,4.0,0.0,Yes,1050.0,90.0
Built-up  Area,2.0,1.0,Yes,1120.0,70.0
Super built-up  Area,1.0,1.0,Yes,435.0,22.0
Super built-up  Area,2.0,1.0,Yes,1116.0,51.89
Super built-up  Area,3.0,2.0,Yes,1480.0,95.0
Built-up  Area,2.0,2.0,Yes,1000.0,50.0
Super built-up  Area,2.0,2.0,Yes,1145.0,46.0
Super built-up  Area,1.0,1.0,Yes,800.0,32.0
Super built-up  Area,2.0,1.0,No,1265.0,83.0
Super built-up  Area,3.0,0.0,No,1700.0,88.2
Super built-up  Area,2.0,1.0,Yes,1475.0,70.0
Super built-up  Area,2.0,2.0,Yes,1265.0,55.0
Built-up  Area,2.0,0.0,Yes,1200.0,58.0
Super built-up  Area,3.0,2.0,Yes,2180.0,210.0
Super built-up  Area,2.0,3.0,Yes,1080.0,50.0
Super built-up  Area,4.0,2.0,Yes,2023.0,130.0
Super built-up  Area,2.0,3.0,Yes,2400.0,125.0
Super built-up  Area,2.0,2.0,Yes,1545.0,66.0
Super built-up  Area,3.0,2.0,Yes,1804.0,166.0
Plot  Area,2.0,1.0,Yes,1200.0,200.0
Super built-up  Area,2.0,2.0,Yes,1350.0,58.0
Super built-up  Area,2.0,1.0,No,1108.0,74.23
Super built-up  Area,3.0,2.0,Yes,1730.0,115.0
Super built-up  Area,2.0,3.0,Yes,1427.0,70.0
Super built-up  Area,2.0,1.0,Yes,935.0,35.53
Super built-up  Area,2.0,2.0,Yes,1073.0,31.77
Built-up  Area,2.0,3.0,Yes,960.0,37.0
Super built-up  Area,4.0,2.0,Yes,2215.0,150.0
Built-up  Area,2.0,1.0,No,1125.0,32.49
Built-up  Area,2.0,3.0,Yes,1230.0,55.0
Super built-up  Area,2.0,2.0,Yes,1438.0,89.0
Super built-up  Area,2.0,2.0,Yes,1080.0,75.0
Plot  Area,3.0,2.0,Yes,1200.0,125.0
Plot  Area,1.0,1.0,Yes,1200.0,103.0
Super built-up  Area,3.0,2.0,Yes,1590.0,58.0
Super built-up  Area,3.0,2.0,Yes,1350.0,68.0
Super built-up  Area,2.0,2.0,Yes,1400.0,48.0
Super built-up  Area,2.0,3.0,Yes,1560.0,72.0
Built-up  Area,3.0,2.0,Yes,1810.0,57.0
Super built-up  Area,4.0,1.0,Yes,2274.24,160.0
Super built-up  Area,3.0,1.0,No,1484.0,74.18
Built-up  Area,3.0,3.0,Yes,1650.0,220.0
Super built-up  Area,2.0,2.0,Yes,1455.0,55.0
Super built-up  Area,4.0,2.0,Yes,2280.0,184.0
Super built-up  Area,5.0,2.0,Yes,4900.0,980.0
Built-up  Area,3.0,3.0,No,2079.0,220.0
Super built-up  Area,2.0,2.0,Yes,1351.0,74.0
Super built-up  Area,2.0,2.0,Yes,1223.0,42.81
Super built-up  Area,2.0,1.0,No,1430.0,61.0
Built-up  Area,5.0,0.0,Yes,3589.0,400.0
Super built-up  Area,2.0,2.0,No,1310.0,37.83
Plot  Area,4.0,1.0,Yes,1800.0,300.0
Plot  Area,4.0,2.0,No,1120.0,175.0
Super built-up  Area,2.0,1.0,No,984.0,55.0
Built-up  Area,3.0,3.0,Yes,1770.0,100.0
Plot  Area,3.0,1.0,Yes,900.0,105.0
Plot  Area,5.0,1.0,Yes,1350.0,120.0
Built-up  Area,2.0,1.0,Yes,1140.0,60.0
Super built-up  Area,2.0,3.0,No,1170.0,34.0
Super built-up  Area,2.0,2.0,Yes,1160.0,46.39
Super built-up  Area,2.0,1.0,No,1296.0,89.0
Built-up  Area,3.0,2.0,Yes,1570.0,80.0
Super built-up  Area,2.0,2.0,Yes,1495.0,65.0
Super built-up  Area,2.0,2.0,Yes,1530.0,67.0
Plot  Area,4.0,0.0,Yes,900.0,140.0
Super built-up  Area,3.0,1.0,Yes,1800.0,70.0
Super built-up  Area,2.0,2.0,Yes,1088.0,48.0
Super built-up  Area,3.0,1.0,No,1533.0,98.18
Super built-up  Area,2.0,1.0,Yes,1100.0,68.0
Built-up  Area,3.0,3.0,Yes,1540.0,90.0
Super built-up  Area,3.0,2.0,Yes,1244.0,48.0
Super built-up  Area,2.0,1.0,No,1040.0,68.59
Built-up  Area,6.0,2.0,Yes,1034.0,101.0
Super built-up  Area,2.0,1.0,Yes,1260.0,39.69
Super built-up  Area,2.0,2.0,Yes,1245.0,100.0
Super built-up  Area,3.0,0.0,Yes,1350.0,75.0
Super built-up  Area,2.0,1.0,Yes,470.0,10.0
Super built-up  Area,2.0,2.0,Yes,920.0,60.0
Built-up  Area,7.0,0.0,Yes,2300.0,160.0
Super built-up  Area,2.0,1.0,Yes,1124.0,30.35
Super built-up  Area,3.0,1.0,No,2095.0,109.0
Super built-up  Area,2.0,1.0,No,1100.0,71.42
Super built-up  Area,2.0,1.0,Yes,1019.0,58.0
Super built-up  Area,3.0,2.0,Yes,1756.0,128.0
Super built-up  Area,3.0,1.0,No,1280.0,50.0
Plot  Area,3.0,2.0,Yes,1200.0,125.0
Super built-up  Area,3.0,2.0,Yes,1700.0,150.0
Super built-up  Area,4.0,2.0,No,2134.0,118.0
Super built-up  Area,2.0,1.0,No,1369.1,98.0
Plot  Area,3.0,1.0,Yes,600.0,69.0
Plot  Area,4.0,2.0,Yes,1313.0,150.0
Super built-up  Area,4.0,3.0,Yes,2515.0,155.0
Super built-up  Area,4.0,2.0,Yes,2215.0,154.0
Super built-up  Area,3.0,2.0,Yes,1440.0,72.0
Super built-up  Area,2.0,2.0,Yes,1186.0,55.33
Super built-up  Area,2.0,2.0,Yes,1350.0,47.24
Super built-up  Area,3.0,2.0,Yes,1800.0,140.0
Built-up  Area,3.0,3.0,Yes,1600.0,79.0
Built-up  Area,2.0,1.0,Yes,1000.0,35.0
Super built-up  Area,3.0,3.0,Yes,2275.0,285.0
Super built-up  Area,3.0,1.0,No,1740.0,150.0
Built-up  Area,2.0,1.0,Yes,900.0,90.0
Built-up  Area,3.0,0.0,Yes,1567.0,140.0
Super built-up  Area,2.0,1.0,Yes,1082.0,45.5
Built-up  Area,2.0,1.0,Yes,1050.0,80.0
Super built-up  Area,2.0,1.0,Yes,1200.0,56.0
Built-up  Area,4.0,2.0,Yes,3500.0,185.0
Super built-up  Area,2.0,2.0,Yes,1220.0,52.0
Super built-up  Area,3.0,2.0,No,1970.0,164.0
Super built-up  Area,3.0,1.0,No,2665.0,350.0
Built-up  Area,4.0,0.0,Yes,2130.0,120.0
Super built-up  Area,3.0,2.0,Yes,1749.0,120.0
Super built-up  Area,2.0,1.0,No,1260.0,108.0
Super built-up  Area,2.0,1.0,Yes,1100.0,48.0
Super built-up  Area,2.0,2.0,Yes,1170.0,120.0
Super built-up  Area,3.0,2.0,Yes,1670.0,75.0
Super built-up  Area,3.0,2.0,Yes,2264.0,168.0
Super built-up  Area,5.0,2.0,No,3500.0,450.0
Super built-up  Area,2.0,2.0,Yes,1100.0,55.0
Super built-up  Area,1.0,1.0,No,674.0,19.9
Super built-up  Area,2.0,1.0,Yes,1320.0,160.0
Plot  Area,4.0,2.0,Yes,600.0,85.0
Super built-up  Area,2.0,2.0,Yes,1125.0,65.0
Super built-up  Area,2.0,2.0,Yes,1125.0,44.5
Super built-up  Area,2.0,1.0,Yes,700.0,29.0
Built-up  Area,2.0,1.0,Yes,1300.0,75.0
Super built-up  Area,3.0,2.0,Yes,1600.0,83.0
Super built-up  Area,2.0,1.0,No,1052.0,60.0
Super built-up  Area,3.0,1.0,Yes,1140.0,145.0
Super built-up  Area,2.0,2.0,Yes,1130.0,36.0
Plot  Area,3.0,2.0,Yes,1140.0,225.0
Super built-up  Area,3.0,3.0,Yes,2200.0,220.0
Built-up  Area,2.0,1.0,Yes,1500.0,63.0
Super built-up  Area,3.0,1.0,No,1350.0,47.25
Super built-up  Area,2.0,2.0,Yes,1230.0,52.0
Super built-up  Area,2.0,2.0,No,1520.0,85.0
Super built-up  Area,1.0,1.0,No,525.0,26.25
Super built-up  Area,2.0,1.0,No,1040.0,61.0
Built-up  Area,2.0,1.0,Yes,1300.0,67.0
Super built-up  Area,4.0,3.0,No,2690.0,201.0
Super built-up  Area,1.0,1.0,Yes,780.0,70.0
Super built-up  Area,2.0,1.0,Yes,1140.0,51.2
Super built-up  Area,3.0,1.0,No,1225.0,33.08
Built-up  Area,1.0,0.0,Yes,646.0,25.84
Super built-up  Area,3.0,1.0,Yes,1600.0,150.0
Super built-up  Area,4.0,3.0,No,1890.0,125.0
Plot  Area,4.0,2.0,Yes,1200.0,100.0
Super built-up  Area,2.0,2.0,Yes,1458.0,62.0
Plot  Area,6.0,0.0,Yes,1200.0,86.0
Super built-up  Area,3.0,2.0,Yes,1970.0,160.0
Plot  Area,4.0,0.0,Yes,1808.0,80.0
Built-up  Area,2.0,1.0,Yes,1007.0,67.0
Super built-up  Area,2.0,1.0,Yes,1105.0,50.0
Super built-up  Area,3.0,3.0,Yes,1700.0,150.0
Super built-up  Area,2.0,3.0,Yes,1170.0,50.0
Built-up  Area,2.0,3.0,Yes,1080.0,45.0
Super built-up  Area,2.0,1.0,Yes,1150.0,62.0
Super built-up  Area,2.0,1.0,No,1200.0,57.9
Super built-up  Area,3.0,2.0,Yes,1656.0,75.0
Plot  Area,4.0,2.0,No,600.0,87.0
Super built-up  Area,2.0,2.0,Yes,1040.0,50.0
Super built-up  Area,2.0,2.0,Yes,1085.0,33.7
Super built-up  Area,2.0,2.0,No,1215.0,49.75
Built-up  Area,4.0,2.0,Yes,2150.0,115.0
Plot  Area,4.0,1.0,Yes,1100.0,120.0
Super built-up  Area,2.0,1.0,No,1210.0,77.0
Built-up  Area,2.0,1.0,Yes,1050.0,55.0
Plot  Area,3.0,1.0,Yes,600.0,70.0
Super built-up  Area,2.0,1.0,Yes,947.55,80.0
Built-up  Area,2.0,1.0,Yes,1421.0,90.0
Plot  Area,4.0,2.0,Yes,1050.0,155.0
Super built-up  Area,2.0,2.0,No,1425.0,74.31
Super built-up  Area,2.0,1.0,Yes,1162.0,58.0
Super built-up  Area,1.0,1.0,No,905.0,60.0
Super built-up  Area,2.0,1.0,Yes,914.0,32.0
Built-up  Area,2.0,0.0,No,1258.0,58.0
Plot  Area,4.0,2.0,Yes,1100.0,220.0
Plot  Area,4.0,1.0,Yes,3500.0,289.0
Plot  Area,6.0,2.0,Yes,2400.0,450.0
Built-up  Area,4.0,2.0,Yes,4200.0,800.0
Super built-up  Area,2.0,3.0,Yes,1537.0,70.0
Super built-up  Area,2.0,2.0,Yes,1230.0,53.51
Plot  Area,5.0,2.0,Yes,2400.0,300.0
Super built-up  Area,3.0,1.0,Yes,2250.0,200.0
Plot  Area,4.0,1.0,Yes,2000.0,69.0
Super built-up  Area,4.0,3.0,Yes,3000.0,130.0
Built-up  Area,4.0,0.0,Yes,2600.0,325.0
Built-up  Area,3.0,2.0,No,3200.0,250.0
Built-up  Area,2.0,0.0,Yes,950.0,32.0
Super built-up  Area,4.0,2.0,Yes,4000.0,200.0
Super built-up  Area,2.0,1.0,Yes,1282.0,48.72
Built-up  Area,2.0,0.0,No,1304.0,111.0
Super built-up  Area,3.0,2.0,Yes,2100.0,200.0
Built-up  Area,2.0,2.0,Yes,1220.0,49.0
Built-up  Area,3.0,1.0,Yes,1415.0,65.0
Plot  Area,3.0,1.0,Yes,15.0,217.0
Super built-up  Area,3.0,2.0,Yes,1728.0,125.0
Super built-up  Area,3.0,3.0,Yes,1680.0,125.0
Super built-up  Area,2.0,1.0,No,1235.0,140.0
Plot  Area,2.0,1.0,No,900.0,115.0
Built-up  Area,4.0,1.0,Yes,3990.0,260.0
Built-up  Area,2.0,2.0,Yes,1495.0,83.0
Plot  Area,5.0,1.0,Yes,1500.0,175.0
Super built-up  Area,3.0,3.0,Yes,2501.0,138.0
Carpet  Area,1.0,0.0,No,381.0,28.0
Super built-up  Area,5.0,2.0,No,3301.8,570.0
Super built-up  Area,3.0,2.0,Yes,2002.0,120.0
Built-up  Area,3.0,0.0,No,3200.0,260.0
Plot  Area,2.0,2.0,Yes,1200.0,70.0
Plot  Area,3.0,0.0,Yes,1500.0,235.0
Plot  Area,3.0,2.0,No,1942.0,90.0
Super built-up  Area,2.0,2.0,Yes,1522.5,60.75
Built-up  Area,1.0,0.0,Yes,660.0,95.0
Plot  Area,6.0,2.0,Yes,1200.0,170.0
Built-up  Area,3.0,2.0,Yes,1450.0,90.0
Super built-up  Area,2.0,1.0,Yes,1039.0,50.0
Super built-up  Area,2.0,1.0,Yes,1210.0,80.0
Super built-up  Area,1.0,1.0,Yes,995.0,24.88
Built-up  Area,3.0,2.0,Yes,1620.0,90.0
Built-up  Area,4.0,3.0,Yes,3204.0,395.0
Built-up  Area,3.0,3.0,Yes,3408.0,260.0
Built-up  Area,2.0,3.0,Yes,1314.0,55.0
Super built-up  Area,2.0,1.0,Yes,945.0,33.0
Built-up  Area,3.0,2.0,Yes,1374.0,72.0
Built-up  Area,3.0,3.0,No,1603.0,113.0
Built-up  Area,2.0,2.0,Yes,1230.0,52.0
Super built-up  Area,1.0,1.0,Yes,670.0,50.0
Super built-up  Area,3.0,2.0,Yes,1864.0,105.0
Built-up  Area,3.0,2.0,No,2500.0,100.0
Super built-up  Area,2.0,2.0,Yes,1625.0,54.0
Super built-up  Area,2.0,3.0,Yes,1186.0,55.0
Plot  Area,7.0,2.0,Yes,1500.0,382.0
Super built-up  Area,1.0,1.0,Yes,770.0,39.9
Super built-up  Area,2.0,1.0,No,1085.0,45.0
Super built-up  Area,6.0,2.0,Yes,3754.0,480.0
Super built-up  Area,3.0,2.0,Yes,1893.0,115.0
Super built-up  Area,2.0,3.0,Yes,1496.0,78.0
Super built-up  Area,3.0,1.0,No,1305.0,33.28
Super built-up  Area,2.0,2.0,Yes,1550.0,82.0
Super built-up  Area,2.0,1.0,Yes,1200.0,58.17
Super built-up  Area,2.0,2.0,Yes,1286.0,69.0
Plot  Area,4.0,1.0,Yes,600.0,100.0
Super built-up  Area,3.0,2.0,Yes,1860.0,95.0
Built-up  Area,1.0,1.0,Yes,425.0,750.0
Super built-up  Area,2.0,2.0,Yes,1243.0,45.0
Super built-up  Area,2.0,2.0,Yes,1200.0,75.0
Super built-up  Area,2.0,2.0,Yes,1044.0,32.0
Super built-up  Area,2.0,1.0,Yes,1040.0,41.59
Super built-up  Area,2.0,2.0,No,1125.0,36.94
Super built-up  Area,3.0,1.0,No,3489.0,662.0
Super built-up  Area,2.0,2.0,Yes,1278.0,59.0
Super built-up  Area,6.0,2.0,Yes,2400.0,98.0
Super built-up  Area,2.0,1.0,Yes,1250.0,43.0
Plot  Area,6.0,3.0,Yes,2400.0,125.0
Plot  Area,5.0,2.0,Yes,4166.0,560.0
Super built-up  Area,2.0,2.0,Yes,1210.0,75.0
