area_type,bath,balcony,price,available to move,rectified_sqft
Super built-up  Area,4.0,2.0,495.0,Yes,3895.0
Super built-up  Area,3.0,2.0,88.0,No,1600.0
Built-up  Area,2.0,2.0,120.0,Yes,1275.0
Super built-up  Area,2.0,1.0,44.5,Yes,900.0
Built-up  Area,3.0,2.0,80.01,Yes,1465.0
Super built-up  Area,3.0,3.0,63.5,Yes,1550.0
Super built-up  Area,6.0,3.0,475.0,Yes,3436.0
Super built-up  Area,2.0,2.0,90.0,Yes,1278.0
Super built-up  Area,3.0,3.0,125.0,Yes,1734.0
Built-up  Area,3.0,1.0,180.0,Yes,1650.0
Super built-up  Area,2.0,2.0,293.0,Yes,2345.0
Super built-up  Area,4.0,2.0,300.0,Yes,3071.0
Super built-up  Area,3.0,3.0,130.0,Yes,1554.0
Super built-up  Area,5.0,2.0,250.0,Yes,2582.0
Plot  Area,3.0,0.0,80.0,No,1625.0
Built-up  Area,2.0,3.0,48.0,Yes,1350.0
Super built-up  Area,2.0,1.0,69.0,No,1146.0
Built-up  Area,5.0,0.0,89.0,Yes,499.0
Built-up  Area,2.0,3.0,48.0,Yes,1150.0
Super built-up  Area,2.0,2.0,45.0,Yes,1025.0
Super built-up  Area,2.0,1.0,71.0,Yes,1252.0
Super built-up  Area,3.0,2.0,45.0,No,1275.0
Built-up  Area,10.0,3.0,200.0,Yes,7200.0
Plot  Area,5.0,2.0,130.0,Yes,1200.0
Plot  Area,4.0,2.0,160.0,Yes,1350.0
Super built-up  Area,5.0,2.0,650.0,No,2777.29
Super built-up  Area,2.0,1.0,84.0,Yes,1198.0
Super built-up  Area,4.0,2.0,182.0,Yes,2275.0
Super built-up  Area,1.0,1.0,30.0,No,551.0
Super built-up  Area,2.0,2.0,68.5,Yes,1700.0
Built-up  Area,3.0,1.0,260.0,Yes,2400.0
Plot  Area,2.0,2.0,39.0,Yes,600.0
Plot  Area,2.0,0.0,65.0,Yes,1110.0
Super built-up  Area,2.0,1.0,52.0,Yes,1070.0
Super built-up  Area,2.0,1.0,90.0,Yes,1303.0
Built-up  Area,2.0,0.0,48.0,Yes,620.0
Super built-up  Area,2.0,1.0,42.0,Yes,1075.0
Super built-up  Area,2.0,1.0,60.0,Yes,1100.0
Super built-up  Area,2.0,2.0,42.0,Yes,1200.0
Super built-up  Area,3.0,3.0,100.0,Yes,1850.0
Plot  Area,3.0,2.0,95.0,Yes,850.0
Super built-up  Area,5.0,2.0,340.0,Yes,3692.0
Built-up  Area,3.0,2.0,60.0,Yes,1345.0
Plot  Area,1.0,0.0,23.0,Yes,45.0
Super built-up  Area,1.0,1.0,37.0,No,654.0
Carpet  Area,2.0,2.0,47.0,Yes,950.0
Super built-up  Area,2.0,3.0,57.0,Yes,1670.0
Super built-up  Area,1.0,1.0,40.0,No,648.0
Super built-up  Area,2.0,2.0,88.0,Yes,1500.0
Super built-up  Area,1.0,1.0,46.0,Yes,615.0
Super built-up  Area,2.0,2.0,46.5,Yes,1030.0
Carpet  Area,2.0,1.0,52.0,Yes,950.0
Super built-up  Area,2.0,1.0,48.0,Yes,1020.0
Super built-up  Area,2.0,1.0,100.0,Yes,1614.0
Built-up  Area,2.0,2.0,75.0,Yes,1165.0
Super built-up  Area,3.0,3.0,48.9,No,1250.0
Super built-up  Area,1.0,1.0,55.0,Yes,1000.0
Carpet  Area,1.0,1.0,28.0,No,381.0
Super built-up  Area,2.0,1.0,35.0,Yes,1200.0
Super built-up  Area,2.0,2.0,103.0,Yes,1418.0
Super built-up  Area,2.0,2.0,60.0,Yes,1200.0
Super built-up  Area,4.0,2.0,368.0,No,2450.0
Super built-up  Area,3.0,2.0,68.0,Yes,1664.0
Plot  Area,4.0,3.0,470.0,Yes,2400.0
Super built-up  Area,2.0,1.0,98.0,Yes,1349.0
Super built-up  Area,3.0,2.0,45.0,No,1270.0
Super built-up  Area,3.0,0.0,120.0,Yes,1740.0
Super built-up  Area,1.0,1.0,38.0,Yes,907.0
Super built-up  Area,3.0,2.0,180.0,Yes,2319.0
Super built-up  Area,2.0,1.0,52.32,Yes,1255.0
Super built-up  Area,2.0,1.0,58.5,Yes,1100.0
Plot  Area,2.0,2.0,74.0,Yes,1180.0
Built-up  Area,2.0,1.0,165.0,Yes,1725.0
Super built-up  Area,2.0,2.0,43.13,Yes,1215.0
Plot  Area,4.0,2.0,155.0,Yes,1050.0
Super built-up  Area,2.0,3.0,47.0,Yes,1192.0
Super built-up  Area,2.0,0.0,68.0,Yes,1225.0
Super built-up  Area,2.0,1.0,83.09,Yes,1385.0
Super built-up  Area,6.0,3.0,300.0,No,4003.0
Super built-up  Area,3.0,1.0,93.0,Yes,1519.0
Built-up  Area,3.0,2.0,90.0,Yes,1788.0
Super built-up  Area,2.0,2.0,55.0,Yes,1020.0
Plot  Area,3.0,1.0,135.0,No,3297.0
Plot  Area,3.0,1.0,150.0,Yes,2400.0
Super built-up  Area,2.0,3.0,45.0,Yes,1100.0
Super built-up  Area,3.0,2.0,90.0,Yes,1575.0
Super built-up  Area,2.0,0.0,66.5,No,1200.0
Super built-up  Area,3.0,2.0,175.0,Yes,1804.0
Built-up  Area,2.0,0.0,76.0,Yes,660.0
Super built-up  Area,2.0,3.0,50.0,Yes,1215.0
Super built-up  Area,2.0,2.0,60.0,Yes,1300.0
Super built-up  Area,2.0,1.0,69.57,No,940.0
Super built-up  Area,3.0,2.0,56.0,Yes,1464.0
Super built-up  Area,3.0,2.0,115.0,Yes,1730.0
Built-up  Area,4.0,2.0,744.0,Yes,6200.0
Super built-up  Area,3.0,2.0,55.0,Yes,1554.0
Super built-up  Area,2.0,3.0,72.5,Yes,1285.0
Super built-up  Area,2.0,2.0,98.0,Yes,1297.0
Super built-up  Area,2.0,2.0,73.5,Yes,1175.0
Super built-up  Area,2.0,1.0,60.0,Yes,1000.0
Super built-up  Area,2.0,1.0,54.35,Yes,1267.0
Super built-up  Area,2.0,1.0,31.9,No,1063.0
Super built-up  Area,1.0,0.0,38.0,Yes,662.0
Plot  Area,7.0,0.0,115.0,Yes,950.0
Super built-up  Area,3.0,3.0,105.0,Yes,1397.0
Super built-up  Area,2.0,1.0,25.0,No,982.0
Plot  Area,3.0,1.0,61.9,No,1500.0
Super built-up  Area,3.0,1.0,94.0,Yes,1416.0
Super built-up  Area,2.0,2.0,29.0,Yes,1200.0
Super built-up  Area,2.0,1.0,48.86,No,1040.0
Super built-up  Area,2.0,2.0,40.25,Yes,1150.0
Super built-up  Area,2.0,2.0,86.0,Yes,1390.0
Plot  Area,4.0,3.0,600.0,Yes,2400.0
Super built-up  Area,2.0,2.0,55.0,Yes,1312.0
Plot  Area,4.0,2.0,130.0,Yes,1200.0
Super built-up  Area,3.0,2.0,44.0,Yes,1200.0
Super built-up  Area,2.0,1.0,60.0,Yes,2500.0
Super built-up  Area,2.0,1.0,58.0,Yes,1060.0
Super built-up  Area,2.0,1.0,46.48,No,1453.0
Super built-up  Area,2.0,1.0,51.0,Yes,1142.0
Super built-up  Area,3.0,1.0,70.0,No,1450.0
Super built-up  Area,2.0,1.0,67.0,Yes,996.0
Super built-up  Area,2.0,2.0,43.58,Yes,1245.0
Super built-up  Area,3.0,3.0,110.0,Yes,1775.0
Plot  Area,2.0,1.0,65.0,Yes,1160.0
Super built-up  Area,2.0,1.0,45.0,Yes,945.0
Super built-up  Area,2.0,1.0,68.62,Yes,1027.0
Plot  Area,2.0,0.0,65.0,Yes,600.0
Super built-up  Area,2.0,1.0,22.8,No,829.0
Super built-up  Area,2.0,2.0,55.0,Yes,1330.0
Built-up  Area,2.0,2.0,40.0,Yes,1355.0
Super built-up  Area,3.0,3.0,125.0,Yes,2100.0
Plot  Area,2.0,1.0,80.0,Yes,1350.0
Super built-up  Area,3.0,3.0,59.0,Yes,1110.0
Super built-up  Area,2.0,1.0,33.53,Yes,958.0
Built-up  Area,3.0,2.0,53.0,Yes,1400.0
Super built-up  Area,2.0,1.0,53.9,Yes,1025.0
Built-up  Area,7.0,3.0,106.0,Yes,600.0
Super built-up  Area,5.0,1.0,335.0,Yes,3633.0
Super built-up  Area,1.0,1.0,25.0,Yes,620.0
Built-up  Area,2.0,2.0,110.0,Yes,1110.0
Built-up  Area,3.0,2.0,410.0,Yes,3600.0
Built-up  Area,2.0,0.0,134.0,Yes,1580.0
Super built-up  Area,2.0,2.0,16.0,Yes,710.0
Carpet  Area,5.0,1.0,130.0,Yes,1500.0
Super built-up  Area,3.0,2.0,149.0,Yes,2135.0
Super built-up  Area,2.0,2.0,44.24,No,1120.0
Built-up  Area,3.0,1.0,80.0,Yes,1365.0
Super built-up  Area,3.0,2.0,90.0,Yes,1800.0
Super built-up  Area,2.0,2.0,37.83,No,1310.0
Super built-up  Area,3.0,3.0,125.0,Yes,1900.0
Super built-up  Area,2.0,2.0,80.0,Yes,1400.0
Super built-up  Area,2.0,1.0,55.0,No,1244.0
Plot  Area,3.0,1.0,90.0,Yes,2260.0
Plot  Area,8.0,2.0,225.0,Yes,1200.0
Super built-up  Area,2.0,2.0,49.86,Yes,1019.0
Super built-up  Area,2.0,2.0,56.34,Yes,1565.0
Super built-up  Area,2.0,2.0,55.0,Yes,1124.0
Super built-up  Area,2.0,2.0,61.75,Yes,1083.0
Super built-up  Area,3.0,2.0,55.0,Yes,1495.0
Super built-up  Area,3.0,2.0,78.0,Yes,1570.0
Super built-up  Area,3.0,3.0,148.0,No,2106.0
Super built-up  Area,2.0,2.0,56.87,No,1115.0
Super built-up  Area,1.0,1.0,30.0,No,525.0
Super built-up  Area,2.0,1.0,54.54,No,1090.0
Super built-up  Area,3.0,2.0,118.0,Yes,1569.0
Super built-up  Area,2.0,1.0,90.0,No,1485.0
Super built-up  Area,2.0,2.0,130.0,Yes,1630.0
Super built-up  Area,6.0,0.0,359.0,Yes,4225.0
Super built-up  Area,2.0,2.0,91.79,No,1330.74
Built-up  Area,2.0,3.0,35.0,Yes,900.0
Plot  Area,2.0,1.0,60.0,Yes,1200.0
Super built-up  Area,2.0,2.0,64.44,No,1611.0
Super built-up  Area,2.0,1.0,63.5,Yes,1050.0
Super built-up  Area,3.0,1.0,109.0,No,2095.0
Super built-up  Area,5.0,1.0,173.0,Yes,2990.0
Built-up  Area,1.0,1.0,27.0,Yes,620.0
Plot  Area,4.0,1.0,140.0,Yes,1330.0
Built-up  Area,2.0,1.0,75.0,Yes,1280.0
Built-up  Area,2.0,2.0,42.0,Yes,1024.0
Built-up  Area,2.0,1.0,30.76,No,1065.0
Super built-up  Area,2.0,2.0,55.78,Yes,1303.0
Built-up  Area,3.0,3.0,75.0,Yes,1789.0
Super built-up  Area,2.0,1.0,240.0,Yes,4550.0
Super built-up  Area,2.0,1.0,46.0,Yes,1075.0
Super built-up  Area,2.0,3.0,76.0,Yes,1738.0
Super built-up  Area,2.0,2.0,75.0,Yes,1200.0
Built-up  Area,3.0,2.0,150.0,Yes,2100.0
Built-up  Area,2.0,1.0,48.0,Yes,1150.0
Super built-up  Area,3.0,2.0,140.0,Yes,2062.0
Super built-up  Area,3.0,2.0,62.0,Yes,1220.0
Super built-up  Area,2.0,1.0,67.48,No,1225.0
Carpet  Area,2.0,1.0,80.64,No,910.2
Super built-up  Area,2.0,2.0,66.0,Yes,1025.0
Built-up  Area,7.0,2.0,80.0,Yes,2460.0
Super built-up  Area,3.0,3.0,60.98,Yes,1482.0
Super built-up  Area,6.0,3.0,500.0,Yes,3436.0
Plot  Area,4.0,0.0,95.0,Yes,2400.0
Plot  Area,3.0,2.0,160.0,Yes,1200.0
Super built-up  Area,3.0,2.0,141.0,Yes,2559.0
Built-up  Area,2.0,0.0,50.0,Yes,1215.0
Super built-up  Area,3.0,2.0,360.0,Yes,2409.0
Super built-up  Area,2.0,2.0,42.0,Yes,1185.0
Super built-up  Area,4.0,2.0,245.0,No,1866.0
Super built-up  Area,3.0,2.0,100.0,No,1573.0
Super built-up  Area,3.0,2.0,65.99,No,1535.0
Super built-up  Area,2.0,1.0,74.03,No,1346.0
Built-up  Area,3.0,2.0,45.0,Yes,1435.0
Built-up  Area,1.0,1.0,45.69,No,923.0
Super built-up  Area,2.0,0.0,80.0,Yes,2400.0
Super built-up  Area,3.0,1.0,69.61,No,1541.0
Super built-up  Area,3.0,1.0,350.0,No,2665.0
Super built-up  Area,3.0,2.0,249.0,Yes,2392.0
Super built-up  Area,3.0,2.0,150.0,Yes,2422.0
Super built-up  Area,2.0,2.0,75.0,Yes,1165.0
Plot  Area,5.0,2.0,140.0,Yes,1600.0
Super built-up  Area,2.0,2.0,36.0,Yes,1044.0
Super built-up  Area,3.0,2.0,68.63,No,1525.0
Super built-up  Area,3.0,2.0,125.0,Yes,1680.0
Built-up  Area,2.0,2.0,48.0,Yes,1175.0
Plot  Area,4.0,3.0,155.0,Yes,1200.0
Super built-up  Area,2.0,2.0,46.0,Yes,1200.0
Plot  Area,3.0,2.0,45.0,Yes,600.0
Super built-up  Area,2.0,1.0,20.0,Yes,1200.0
Super built-up  Area,2.0,3.0,43.0,Yes,1070.0
Super built-up  Area,3.0,1.0,180.0,Yes,1850.0
Super built-up  Area,2.0,1.0,80.0,Yes,1020.0
Plot  Area,5.0,1.0,550.0,Yes,2400.0
Super built-up  Area,1.0,1.0,44.0,Yes,1050.0
Super built-up  Area,2.0,2.0,54.5,Yes,1155.0
Built-up  Area,2.0,1.0,70.0,Yes,500.0
Super built-up  Area,3.0,2.0,85.2,Yes,1820.0
Super built-up  Area,2.0,2.0,78.0,Yes,1351.0
Super built-up  Area,2.0,2.0,70.0,Yes,1250.0
Plot  Area,4.0,2.0,150.0,No,2360.0
Built-up  Area,2.0,1.0,32.5,No,1125.0
Plot  Area,2.0,0.0,42.0,Yes,680.0
Super built-up  Area,2.0,1.0,61.36,No,1195.0
Built-up  Area,1.0,1.0,41.0,No,645.0
Built-up  Area,2.0,1.0,46.5,Yes,925.0
Super built-up  Area,3.0,2.0,150.0,Yes,2062.0
Super built-up  Area,4.0,2.0,235.0,Yes,3000.0
Super built-up  Area,2.0,0.0,42.0,Yes,1082.0
Built-up  Area,5.0,2.0,125.0,Yes,2500.0
Super built-up  Area,2.0,1.0,24.95,No,891.0
Built-up  Area,2.0,2.0,50.0,Yes,1015.0
Super built-up  Area,2.0,3.0,56.0,Yes,1015.0
Built-up  Area,2.0,0.0,54.05,Yes,1175.0
Super built-up  Area,2.0,1.0,48.23,Yes,1206.0
Super built-up  Area,3.0,2.0,98.0,Yes,1767.0
Super built-up  Area,2.0,2.0,43.0,Yes,947.0
Super built-up  Area,3.0,3.0,160.0,Yes,1839.0
Built-up  Area,2.0,0.0,69.0,No,1194.0
Super built-up  Area,2.0,1.0,75.0,Yes,1330.0
Super built-up  Area,2.0,2.0,38.33,Yes,1095.0
Super built-up  Area,3.0,2.0,95.0,Yes,1601.0
Super built-up  Area,3.0,2.0,72.54,No,1450.0
Super built-up  Area,2.0,1.0,96.8,Yes,1349.0
Super built-up  Area,2.0,1.0,41.5,Yes,1125.0
Carpet  Area,2.0,1.0,38.5,Yes,1000.0
Super built-up  Area,2.0,3.0,36.0,Yes,910.0
Built-up  Area,3.0,2.0,59.0,Yes,1252.0
Super built-up  Area,2.0,2.0,32.69,Yes,1090.0
Built-up  Area,1.0,0.0,150.0,Yes,1200.0
Super built-up  Area,1.0,1.0,16.45,No,645.0
Built-up  Area,7.0,2.0,76.0,Yes,900.0
Super built-up  Area,2.0,2.0,70.0,Yes,1485.0
Super built-up  Area,3.0,1.0,135.0,Yes,1818.0
Super built-up  Area,2.0,3.0,110.0,Yes,1510.0
Built-up  Area,2.0,0.0,42.0,Yes,650.0
Super built-up  Area,2.0,2.0,38.0,No,1080.0
Carpet  Area,2.0,3.0,43.0,Yes,1215.0
Super built-up  Area,2.0,2.0,65.0,Yes,1325.0
Built-up  Area,2.0,2.0,57.0,Yes,1270.0
Super built-up  Area,4.0,2.0,145.0,No,2100.0
Super built-up  Area,3.0,2.0,92.0,Yes,1610.0
Super built-up  Area,3.0,2.0,109.0,Yes,1767.0
Super built-up  Area,4.0,2.0,180.0,Yes,1856.0
Plot  Area,1.0,0.0,55.0,Yes,1350.0
Super built-up  Area,2.0,1.0,40.0,Yes,1075.0
Super built-up  Area,2.0,1.0,135.0,Yes,1464.0
Plot  Area,6.0,0.0,86.0,Yes,1200.0
Plot  Area,2.0,0.0,58.0,No,1050.0
Super built-up  Area,1.0,1.0,30.0,No,551.0
Super built-up  Area,2.0,3.0,67.0,Yes,1265.0
Plot  Area,5.0,2.0,325.0,Yes,1200.0
Super built-up  Area,2.0,2.0,50.79,Yes,1270.0
Super built-up  Area,3.0,3.0,64.5,Yes,1570.0
Super built-up  Area,3.0,1.0,167.0,Yes,1875.0
Super built-up  Area,2.0,2.0,60.0,Yes,1315.0
Built-up  Area,4.0,2.0,145.0,Yes,2444.0
Built-up  Area,5.0,2.0,500.0,Yes,4346.0
Super built-up  Area,3.0,2.0,130.0,Yes,1600.0
Built-up  Area,3.0,1.0,76.0,Yes,2000.0
Super built-up  Area,4.0,2.0,150.0,Yes,1877.0
Built-up  Area,4.0,2.0,129.0,Yes,1948.0
Super built-up  Area,2.0,2.0,46.0,Yes,1140.0
Super built-up  Area,4.0,3.0,129.0,Yes,1921.0
Super built-up  Area,2.0,1.0,82.0,Yes,1241.0
Plot  Area,9.0,3.0,132.0,Yes,1590.0
Built-up  Area,2.0,2.0,46.0,Yes,1080.0
Built-up  Area,2.0,2.0,52.0,Yes,1305.0
Built-up  Area,2.0,0.0,60.0,Yes,1300.0
Super built-up  Area,2.0,2.0,42.0,Yes,1160.0
Plot  Area,5.0,2.0,500.0,Yes,1800.0
Super built-up  Area,5.0,0.0,200.0,Yes,3035.0
Super built-up  Area,3.0,1.0,77.89,No,1639.0
Built-up  Area,2.0,2.0,65.0,Yes,1050.0
Super built-up  Area,1.0,1.0,36.85,Yes,671.0
Plot  Area,2.0,0.0,423.0,Yes,2350.0
Built-up  Area,3.0,2.0,400.0,Yes,3000.0
Super built-up  Area,2.0,2.0,36.69,No,1161.0
Built-up  Area,2.0,1.0,69.0,Yes,1126.0
Super built-up  Area,2.0,2.0,40.43,Yes,1178.0
Plot  Area,6.0,2.0,65.0,Yes,600.0
Built-up  Area,2.0,2.0,45.0,Yes,1224.0
Super built-up  Area,2.0,2.0,42.0,Yes,1160.0
Super built-up  Area,2.0,2.0,65.0,Yes,1500.0
Super built-up  Area,2.0,2.0,68.52,No,1282.0
Super built-up  Area,3.0,2.0,135.0,Yes,2144.0
Super built-up  Area,2.0,2.0,58.0,Yes,1153.0
Super built-up  Area,2.0,2.0,46.0,Yes,1194.0
Super built-up  Area,3.0,2.0,660.0,Yes,3761.0
Super built-up  Area,2.0,2.0,75.0,Yes,1224.0
Super built-up  Area,2.0,1.0,63.0,Yes,1213.0
Super built-up  Area,2.0,1.0,80.0,Yes,1230.0
Super built-up  Area,2.0,3.0,100.0,Yes,1233.0
Super built-up  Area,4.0,2.0,153.0,Yes,2236.0
Plot  Area,3.0,2.0,78.0,Yes,1200.0
Super built-up  Area,3.0,2.0,44.71,No,1249.0
Built-up  Area,3.0,2.0,115.0,Yes,1533.0
Super built-up  Area,2.0,1.0,79.54,No,1183.0
Super built-up  Area,3.0,3.0,65.11,Yes,1550.0
Built-up  Area,2.0,1.0,55.0,Yes,1210.0
Super built-up  Area,2.0,2.0,52.0,No,1110.0
Super built-up  Area,3.0,2.0,330.0,Yes,2215.0
Super built-up  Area,2.0,1.0,54.0,Yes,1025.0
Super built-up  Area,3.0,2.0,85.0,Yes,600.0
Super built-up  Area,2.0,1.0,73.0,Yes,1157.0
Plot  Area,3.0,2.0,130.0,Yes,950.0
Built-up  Area,3.0,0.0,338.0,Yes,3000.0
Built-up  Area,2.0,0.0,70.0,Yes,1150.0
Built-up  Area,2.0,3.0,65.0,Yes,1078.0
Super built-up  Area,2.0,1.0,73.0,Yes,1218.0
Plot  Area,4.0,2.0,120.0,Yes,800.0
Plot  Area,3.0,2.0,85.0,Yes,1200.0
Super built-up  Area,2.0,1.0,87.0,No,1232.0
Super built-up  Area,2.0,2.0,71.55,Yes,1325.0
Super built-up  Area,3.0,0.0,135.0,Yes,1352.0
Super built-up  Area,3.0,3.0,273.0,Yes,2180.0
Super built-up  Area,2.0,1.0,35.0,Yes,1065.0
Built-up  Area,2.0,2.0,72.0,Yes,1203.0
Super built-up  Area,1.0,1.0,23.0,No,509.0
Super built-up  Area,2.0,2.0,55.85,No,1095.0
Super built-up  Area,3.0,2.0,115.0,No,2087.01
Super built-up  Area,2.0,1.0,75.0,No,1046.0
Super built-up  Area,2.0,2.0,60.0,Yes,1250.0
Super built-up  Area,2.0,1.0,45.0,Yes,1045.0
Plot  Area,2.0,2.0,200.0,Yes,1200.0
Super built-up  Area,3.0,2.0,110.0,Yes,2138.0
Super built-up  Area,2.0,2.0,49.0,Yes,1141.0
Super built-up  Area,3.0,2.0,112.0,Yes,1680.0
Super built-up  Area,2.0,2.0,55.0,Yes,1100.0
Super built-up  Area,3.0,1.0,104.0,No,1536.0
Super built-up  Area,3.0,3.0,66.68,Yes,1617.0
Super built-up  Area,3.0,2.0,85.0,Yes,2000.0
Super built-up  Area,3.0,2.0,95.0,Yes,1722.0
Built-up  Area,2.0,2.0,59.0,Yes,1012.0
Super built-up  Area,2.0,1.0,49.07,Yes,1133.0
Built-up  Area,2.0,2.0,65.0,Yes,1120.0
Super built-up  Area,2.0,1.0,69.44,Yes,1150.0
Super built-up  Area,2.0,2.0,60.0,Yes,1250.0
Super built-up  Area,2.0,1.0,48.0,Yes,1175.0
Built-up  Area,3.0,2.0,51.0,Yes,1374.0
Super built-up  Area,2.0,2.0,56.0,Yes,1280.0
Super built-up  Area,3.0,2.0,99.0,Yes,1546.0
Plot  Area,2.0,0.0,130.0,Yes,1200.0
Super built-up  Area,2.0,2.0,64.31,Yes,1340.0
Built-up  Area,2.0,3.0,90.0,Yes,1320.0
Plot  Area,1.0,0.0,20.0,Yes,600.0
Super built-up  Area,5.0,2.0,220.0,Yes,2787.0
Super built-up  Area,2.0,2.0,89.0,Yes,1232.0
Plot  Area,4.0,2.0,250.0,Yes,1080.0
Super built-up  Area,2.0,2.0,51.51,Yes,1196.0
Super built-up  Area,2.0,1.0,74.03,No,1346.0
Plot  Area,2.0,0.0,65.0,Yes,1200.0
Super built-up  Area,2.0,2.0,110.0,Yes,1353.0
Plot  Area,3.0,1.0,59.5,Yes,800.0
Plot  Area,5.0,3.0,242.0,Yes,5200.0
Super built-up  Area,2.0,2.0,49.0,No,1200.0
Super built-up  Area,2.0,2.0,53.0,No,1075.0
Super built-up  Area,2.0,1.0,26.5,No,1060.0
Super built-up  Area,1.0,1.0,45.0,No,560.0
Super built-up  Area,3.0,2.0,98.0,Yes,1793.0
Super built-up  Area,2.0,2.0,65.0,Yes,1484.0
Super built-up  Area,3.0,2.0,66.0,Yes,1641.0
Super built-up  Area,3.0,1.0,75.55,No,1588.0
Super built-up  Area,2.0,1.0,30.27,No,1009.0
Super built-up  Area,2.0,2.0,39.02,Yes,1151.0
Super built-up  Area,3.0,1.0,115.0,Yes,1532.0
Built-up  Area,4.0,0.0,650.0,Yes,2500.0
Super built-up  Area,1.0,0.0,27.565,No,612.5
Super built-up  Area,2.0,2.0,33.15,Yes,1070.0
Super built-up  Area,2.0,2.0,93.0,Yes,1200.0
Plot  Area,5.0,2.0,300.0,No,4500.0
Super built-up  Area,3.0,1.0,200.0,Yes,2000.0
Super built-up  Area,3.0,2.0,85.0,Yes,1652.0
Super built-up  Area,2.0,2.0,28.41,No,1033.0
Built-up  Area,2.0,1.0,31.48,No,1090.0
Super built-up  Area,5.0,2.0,160.0,No,2830.0
Plot  Area,4.0,0.0,95.0,Yes,600.0
Super built-up  Area,2.0,3.0,42.33,No,1378.0
Super built-up  Area,2.0,2.0,70.0,Yes,1395.0
Plot  Area,2.0,1.0,95.0,Yes,1320.0
Super built-up  Area,2.0,3.0,42.0,Yes,1007.0
Super built-up  Area,2.0,2.0,45.12,No,1410.0
Built-up  Area,2.0,2.0,98.0,Yes,1560.0
Super built-up  Area,3.0,2.0,89.0,Yes,1850.0
Built-up  Area,2.0,2.0,102.0,Yes,1300.0
Plot  Area,4.0,1.0,160.0,Yes,1000.0
Plot  Area,6.0,1.0,450.0,Yes,2400.0
Super built-up  Area,3.0,2.0,75.0,Yes,1643.0
Super built-up  Area,2.0,2.0,52.5,Yes,1050.0
Super built-up  Area,2.0,1.0,84.0,Yes,1240.0
Super built-up  Area,2.0,1.0,45.0,Yes,1012.0
Super built-up  Area,2.0,2.0,42.59,Yes,1065.0
Super built-up  Area,2.0,2.0,52.0,Yes,1500.0
Built-up  Area,2.0,1.0,69.0,Yes,1184.0
Built-up  Area,2.0,0.0,40.0,Yes,750.0
Plot  Area,4.0,1.0,110.0,Yes,1200.0
Super built-up  Area,3.0,2.0,130.0,Yes,1750.0
Super built-up  Area,2.0,2.0,46.6,Yes,1265.0
Super built-up  Area,3.0,2.0,130.0,Yes,2100.0
Plot  Area,3.0,1.0,59.0,Yes,675.0
Super built-up  Area,3.0,2.0,77.0,No,1530.0
Super built-up  Area,3.0,2.0,76.02,No,2172.0
Super built-up  Area,3.0,2.0,68.5,Yes,1550.0
Plot  Area,3.0,1.0,80.0,Yes,980.0
Super built-up  Area,2.0,1.0,48.0,Yes,1060.0
Super built-up  Area,3.0,3.0,50.0,Yes,1358.0
Super built-up  Area,2.0,3.0,65.0,Yes,1300.0
Super built-up  Area,2.0,1.0,78.56,No,1333.0
Super built-up  Area,2.0,1.0,75.0,Yes,1200.0
Super built-up  Area,2.0,1.0,55.0,Yes,1005.0
Super built-up  Area,3.0,2.0,126.0,No,1703.0
Built-up  Area,2.0,1.0,28.88,No,1000.0
Super built-up  Area,2.0,1.0,39.9,Yes,1110.0
Super built-up  Area,2.0,2.0,45.0,Yes,950.0
Built-up  Area,2.0,2.0,62.0,Yes,1140.0
Super built-up  Area,2.0,2.0,64.08,Yes,1161.0
Super built-up  Area,2.0,1.0,89.56,Yes,1445.0
Plot  Area,7.0,2.0,63.0,Yes,600.0
Super built-up  Area,2.0,2.0,90.0,Yes,1505.0
Built-up  Area,2.0,2.0,49.6,Yes,1550.0
Super built-up  Area,2.0,2.0,53.49,Yes,1227.0
Super built-up  Area,2.0,1.0,35.0,No,1326.0
Plot  Area,3.0,0.0,100.0,Yes,2172.0
Super built-up  Area,2.0,0.0,60.0,Yes,1250.0
Super built-up  Area,2.0,1.0,45.68,Yes,950.0
Super built-up  Area,3.0,2.0,92.13,Yes,1675.0
Super built-up  Area,2.0,1.0,25.4,No,850.0
Super built-up  Area,2.0,1.0,45.9,Yes,935.0
Built-up  Area,2.0,3.0,42.0,Yes,1340.0
Super built-up  Area,2.0,2.0,120.0,Yes,1415.0
Plot  Area,4.0,3.0,150.0,Yes,1200.0
Super built-up  Area,2.0,1.0,70.0,Yes,1500.0
Super built-up  Area,3.0,2.0,298.0,Yes,1669.0
Super built-up  Area,3.0,2.0,89.5,Yes,1548.0
Super built-up  Area,2.0,1.0,43.75,Yes,1215.0
Super built-up  Area,1.0,1.0,57.6,No,840.0
Built-up  Area,6.0,0.0,110.0,Yes,2999.97
Built-up  Area,2.0,1.0,98.49,Yes,1407.0
Super built-up  Area,1.0,0.0,38.535,No,777.0
Super built-up  Area,3.0,3.0,68.0,Yes,1570.0
Super built-up  Area,2.0,2.0,73.0,Yes,1130.0
Super built-up  Area,2.0,1.0,50.0,Yes,1101.0
Super built-up  Area,3.0,3.0,138.0,Yes,2503.0
Super built-up  Area,2.0,2.0,110.0,No,1100.0
Plot  Area,6.0,2.0,195.0,Yes,1200.0
Plot  Area,5.0,2.0,140.0,Yes,1600.0
Super built-up  Area,2.0,2.0,40.44,No,1400.0
